,start_time,end_time,bus_id,route_name,direction
21,2024-08-26 20:24:02,2024-08-26 20:54:03,1214,907 Long Branch Park,Fairgrounds-bound
1504,2024-08-26 20:25:03,2024-08-26 20:50:01,1771,907 Long Branch Park,Fairgrounds-bound
2099,2024-08-26 20:25:03,2024-08-26 20:41:01,1780,901 State Fair - Hub,Fairgrounds-bound
223,2024-08-26 20:33:01,2024-08-26 20:50:01,1631,909 Destiny USA,Destiny USA-bound
63,2024-08-26 20:36:01,2024-08-26 20:58:02,1218,909 Destiny USA,Fairgrounds-bound
3778,2024-08-26 20:37:01,2024-08-26 20:56:01,2022,907 Long Branch Park,Long Branch Park-bound
2100,2024-08-26 20:41:01,2024-08-26 20:58:02,1780,901 State Fair - Hub,hub-bound
89,2024-08-26 20:44:02,2024-08-26 21:07:01,1219,909 Destiny USA,Fairgrounds-bound
1505,2024-08-26 20:50:01,2024-08-26 21:10:03,1771,907 Long Branch Park,Long Branch Park-bound
224,2024-08-26 20:50:01,2024-08-26 21:18:02,1631,909 Destiny USA,Fairgrounds-bound
22,2024-08-26 20:54:03,2024-08-26 21:07:01,1214,907 Long Branch Park,Long Branch Park-bound
864,2024-08-26 20:55:03,2024-08-26 21:13:02,1761,901 State Fair - Hub,hub-bound
3779,2024-08-26 20:56:01,2024-08-26 21:16:02,2022,907 Long Branch Park,Fairgrounds-bound
64,2024-08-26 20:58:02,2024-08-26 21:18:02,1218,909 Destiny USA,Destiny USA-bound
2101,2024-08-26 20:58:02,2024-08-26 21:20:01,1780,901 State Fair - Hub,Fairgrounds-bound
90,2024-08-26 21:07:01,2024-08-26 21:27:02,1219,909 Destiny USA,Destiny USA-bound
23,2024-08-26 21:07:01,2024-08-26 21:28:01,1214,907 Long Branch Park,Fairgrounds-bound
1506,2024-08-26 21:10:03,2024-08-26 21:37:02,1771,907 Long Branch Park,Fairgrounds-bound
865,2024-08-26 21:13:02,2024-08-26 21:34:01,1761,901 State Fair - Hub,Fairgrounds-bound
4366,2024-08-26 21:14:03,2024-08-26 21:28:01,2238,909 Destiny USA,Fairgrounds-bound
3780,2024-08-26 21:16:02,2024-08-26 21:34:01,2022,907 Long Branch Park,Long Branch Park-bound
225,2024-08-26 21:18:02,2024-08-26 21:39:02,1631,909 Destiny USA,Destiny USA-bound
2102,2024-08-26 21:20:01,2024-08-26 21:41:02,1780,901 State Fair - Hub,hub-bound
91,2024-08-26 21:27:02,2024-08-26 21:53:01,1219,909 Destiny USA,Fairgrounds-bound
24,2024-08-26 21:28:01,2024-08-26 21:48:02,1214,907 Long Branch Park,Long Branch Park-bound
4367,2024-08-26 21:28:01,2024-08-26 21:48:02,2238,909 Destiny USA,Destiny USA-bound
866,2024-08-26 21:34:01,2024-08-26 22:00:02,1761,901 State Fair - Hub,hub-bound
3781,2024-08-26 21:34:01,2024-08-26 21:55:01,2022,907 Long Branch Park,Fairgrounds-bound
1507,2024-08-26 21:37:02,2024-08-26 21:55:01,1771,907 Long Branch Park,Long Branch Park-bound
226,2024-08-26 21:39:02,2024-08-26 22:02:01,1631,909 Destiny USA,Fairgrounds-bound
2103,2024-08-26 21:41:02,2024-08-26 22:08:02,1780,901 State Fair - Hub,Fairgrounds-bound
25,2024-08-26 21:48:02,2024-08-26 22:05:02,1214,907 Long Branch Park,Fairgrounds-bound
4368,2024-08-26 21:48:02,2024-08-26 22:12:01,2238,909 Destiny USA,Fairgrounds-bound
92,2024-08-26 21:53:01,2024-08-26 22:14:01,1219,909 Destiny USA,Destiny USA-bound
3782,2024-08-26 21:55:01,2024-08-26 22:13:01,2022,907 Long Branch Park,Long Branch Park-bound
1508,2024-08-26 21:55:01,2024-08-26 22:19:02,1771,907 Long Branch Park,Fairgrounds-bound
867,2024-08-26 22:00:02,2024-08-26 22:24:01,1761,901 State Fair - Hub,Fairgrounds-bound
227,2024-08-26 22:02:01,2024-08-26 22:21:01,1631,909 Destiny USA,Destiny USA-bound
26,2024-08-26 22:05:02,2024-08-26 22:22:01,1214,907 Long Branch Park,Long Branch Park-bound
2104,2024-08-26 22:08:02,2024-08-26 22:20:01,1780,901 State Fair - Hub,hub-bound
4369,2024-08-26 22:12:01,2024-08-26 22:30:03,2238,909 Destiny USA,Destiny USA-bound
3783,2024-08-26 22:13:01,2024-08-26 22:29:01,2022,907 Long Branch Park,Fairgrounds-bound
93,2024-08-26 22:14:01,2024-08-26 22:32:00,1219,909 Destiny USA,Fairgrounds-bound
1509,2024-08-26 22:19:02,2024-08-26 22:34:02,1771,907 Long Branch Park,Long Branch Park-bound
2105,2024-08-26 22:20:01,2024-08-26 22:40:02,1780,901 State Fair - Hub,Fairgrounds-bound
228,2024-08-26 22:21:01,2024-08-26 22:46:01,1631,909 Destiny USA,Fairgrounds-bound
27,2024-08-26 22:22:01,2024-08-26 22:41:01,1214,907 Long Branch Park,Fairgrounds-bound
868,2024-08-26 22:24:01,2024-08-26 22:42:01,1761,901 State Fair - Hub,hub-bound
4370,2024-08-26 22:30:03,2024-08-26 22:53:00,2238,909 Destiny USA,Fairgrounds-bound
94,2024-08-26 22:32:00,2024-08-26 22:50:01,1219,909 Destiny USA,Destiny USA-bound
1510,2024-08-26 22:34:02,2024-08-26 22:54:01,1771,907 Long Branch Park,Fairgrounds-bound
2106,2024-08-26 22:40:02,2024-08-26 23:00:01,1780,901 State Fair - Hub,hub-bound
28,2024-08-26 22:41:01,2024-08-26 23:02:02,1214,907 Long Branch Park,Long Branch Park-bound
869,2024-08-26 22:42:01,2024-08-26 23:07:02,1761,901 State Fair - Hub,Fairgrounds-bound
1576,2024-08-26 22:45:03,2024-08-26 22:59:02,1773,907 Long Branch Park,Fairgrounds-bound
229,2024-08-26 22:46:01,2024-08-26 23:01:02,1631,909 Destiny USA,Destiny USA-bound
95,2024-08-26 22:50:01,2024-08-26 23:09:02,1219,909 Destiny USA,Fairgrounds-bound
4371,2024-08-26 22:53:00,2024-08-26 23:08:02,2238,909 Destiny USA,Destiny USA-bound
1511,2024-08-26 22:54:01,2024-08-26 23:10:01,1771,907 Long Branch Park,Long Branch Park-bound
1577,2024-08-26 22:59:02,2024-08-26 23:23:01,1773,907 Long Branch Park,Long Branch Park-bound
2107,2024-08-26 23:00:01,2024-08-26 23:28:01,1780,901 State Fair - Hub,Fairgrounds-bound
230,2024-08-26 23:01:02,2024-08-26 23:23:01,1631,909 Destiny USA,Fairgrounds-bound
29,2024-08-26 23:02:02,2024-08-26 23:22:01,1214,907 Long Branch Park,Fairgrounds-bound
870,2024-08-26 23:07:02,2024-08-26 23:26:01,1761,901 State Fair - Hub,hub-bound
4372,2024-08-26 23:08:02,2024-08-26 23:33:01,2238,909 Destiny USA,Fairgrounds-bound
96,2024-08-26 23:09:02,2024-08-26 23:26:01,1219,909 Destiny USA,Destiny USA-bound
1512,2024-08-26 23:10:01,2024-08-26 23:30:03,1771,907 Long Branch Park,Fairgrounds-bound
231,2024-08-26 23:23:01,2024-08-26 23:39:02,1631,909 Destiny USA,Destiny USA-bound
1578,2024-08-26 23:23:01,2024-08-26 23:39:02,1773,907 Long Branch Park,Fairgrounds-bound
871,2024-08-26 23:26:01,2024-08-26 23:48:01,1761,901 State Fair - Hub,Fairgrounds-bound
97,2024-08-26 23:26:01,2024-08-26 23:44:02,1219,909 Destiny USA,Fairgrounds-bound
2108,2024-08-26 23:28:01,2024-08-26 23:46:01,1780,901 State Fair - Hub,hub-bound
1513,2024-08-26 23:30:03,2024-08-26 23:50:03,1771,907 Long Branch Park,Long Branch Park-bound
4373,2024-08-26 23:33:01,2024-08-26 23:47:02,2238,909 Destiny USA,Destiny USA-bound
1579,2024-08-26 23:39:02,2024-08-27 00:02:01,1773,907 Long Branch Park,Long Branch Park-bound
232,2024-08-26 23:39:02,2024-08-26 23:57:01,1631,909 Destiny USA,Fairgrounds-bound
98,2024-08-26 23:44:02,2024-08-27 00:04:01,1219,909 Destiny USA,Destiny USA-bound
4374,2024-08-26 23:47:02,2024-08-27 00:03:02,2238,909 Destiny USA,Fairgrounds-bound
872,2024-08-26 23:48:01,2024-08-27 00:01:02,1761,901 State Fair - Hub,hub-bound
1514,2024-08-26 23:50:03,2024-08-27 00:06:02,1771,907 Long Branch Park,Fairgrounds-bound
1089,2024-08-26 23:57:01,2024-08-27 00:13:01,1765,901 State Fair - Hub,Fairgrounds-bound
233,2024-08-26 23:57:01,2024-08-27 00:12:01,1631,909 Destiny USA,Destiny USA-bound
1580,2024-08-27 00:02:01,2024-08-27 00:18:02,1773,907 Long Branch Park,Fairgrounds-bound
4375,2024-08-27 00:03:02,2024-08-27 00:17:02,2238,909 Destiny USA,Destiny USA-bound
1515,2024-08-27 00:06:02,2024-08-27 00:25:01,1771,907 Long Branch Park,Long Branch Park-bound
234,2024-08-27 00:12:01,2024-08-27 00:28:01,1631,909 Destiny USA,Fairgrounds-bound
1090,2024-08-27 00:13:01,2024-08-27 00:51:01,1765,901 State Fair - Hub,hub-bound
1581,2024-08-27 00:18:02,2024-08-27 00:39:01,1773,907 Long Branch Park,Long Branch Park-bound
1516,2024-08-27 00:25:01,2024-08-27 00:39:01,1771,907 Long Branch Park,Fairgrounds-bound
235,2024-08-27 00:28:01,2024-08-27 00:43:02,1631,909 Destiny USA,Destiny USA-bound
1517,2024-08-27 00:39:01,2024-08-27 00:59:02,1771,907 Long Branch Park,Long Branch Park-bound
1582,2024-08-27 00:39:01,2024-08-27 00:58:01,1773,907 Long Branch Park,Fairgrounds-bound
1091,2024-08-27 00:51:01,2024-08-27 01:08:02,1765,901 State Fair - Hub,Fairgrounds-bound
379,2024-08-27 00:51:01,2024-08-27 01:03:02,1752,909 Destiny USA,Fairgrounds-bound
1583,2024-08-27 00:58:01,2024-08-27 01:19:02,1773,907 Long Branch Park,Long Branch Park-bound
1518,2024-08-27 00:59:02,2024-08-27 01:19:02,1771,907 Long Branch Park,Fairgrounds-bound
380,2024-08-27 01:03:02,2024-08-27 01:17:02,1752,909 Destiny USA,Destiny USA-bound
1092,2024-08-27 01:08:02,2024-08-27 01:33:01,1765,901 State Fair - Hub,hub-bound
381,2024-08-27 01:17:02,2024-08-27 01:27:01,1752,909 Destiny USA,Fairgrounds-bound
1519,2024-08-27 01:19:02,2024-08-27 01:43:01,1771,907 Long Branch Park,Long Branch Park-bound
1584,2024-08-27 01:19:02,2024-08-27 01:32:02,1773,907 Long Branch Park,Fairgrounds-bound
382,2024-08-27 01:27:01,2024-08-27 01:41:01,1752,909 Destiny USA,Destiny USA-bound
1093,2024-08-27 01:33:01,2024-08-27 01:53:02,1765,901 State Fair - Hub,Fairgrounds-bound
3592,2024-08-27 01:33:01,2024-08-27 01:43:01,2021,907 Long Branch Park,Long Branch Park-bound
4819,2024-08-27 01:37:02,2024-08-27 01:47:02,2246,909 Destiny USA,Fairgrounds-bound
383,2024-08-27 01:41:01,2024-08-27 01:52:01,1752,909 Destiny USA,Fairgrounds-bound
1520,2024-08-27 01:43:01,2024-08-27 01:56:02,1771,907 Long Branch Park,Fairgrounds-bound
3593,2024-08-27 01:43:01,2024-08-27 01:56:02,2021,907 Long Branch Park,Fairgrounds-bound
4820,2024-08-27 01:47:02,2024-08-27 02:04:01,2246,909 Destiny USA,Destiny USA-bound
384,2024-08-27 01:52:01,2024-08-27 02:08:02,1752,909 Destiny USA,Destiny USA-bound
1094,2024-08-27 01:53:02,2024-08-27 02:10:03,1765,901 State Fair - Hub,hub-bound
3594,2024-08-27 01:56:02,2024-08-27 02:39:01,2021,907 Long Branch Park,Long Branch Park-bound
1521,2024-08-27 01:56:02,2024-08-27 02:14:01,1771,907 Long Branch Park,Long Branch Park-bound
4821,2024-08-27 02:04:01,2024-08-27 02:17:02,2246,909 Destiny USA,Fairgrounds-bound
385,2024-08-27 02:08:02,2024-08-27 02:20:02,1752,909 Destiny USA,Fairgrounds-bound
1095,2024-08-27 02:10:03,2024-08-27 02:28:01,1765,901 State Fair - Hub,Fairgrounds-bound
1522,2024-08-27 02:14:01,2024-08-27 02:27:03,1771,907 Long Branch Park,Fairgrounds-bound
4822,2024-08-27 02:17:02,2024-08-27 02:30:03,2246,909 Destiny USA,Destiny USA-bound
386,2024-08-27 02:20:02,2024-08-27 02:36:02,1752,909 Destiny USA,Destiny USA-bound
1523,2024-08-27 02:27:03,2024-08-27 02:53:02,1771,907 Long Branch Park,Long Branch Park-bound
1096,2024-08-27 02:28:01,2024-08-27 03:12:01,1765,901 State Fair - Hub,hub-bound
4823,2024-08-27 02:30:03,2024-08-27 02:40:01,2246,909 Destiny USA,Fairgrounds-bound
387,2024-08-27 02:36:02,2024-08-27 02:45:02,1752,909 Destiny USA,Fairgrounds-bound
3595,2024-08-27 02:39:01,2024-08-27 02:49:01,2021,907 Long Branch Park,Fairgrounds-bound
4824,2024-08-27 02:40:01,2024-08-27 02:56:01,2246,909 Destiny USA,Destiny USA-bound
388,2024-08-27 02:45:02,2024-08-27 03:05:01,1752,909 Destiny USA,Destiny USA-bound
3596,2024-08-27 02:49:01,2024-08-27 03:25:01,2021,907 Long Branch Park,Long Branch Park-bound
1524,2024-08-27 02:53:02,2024-08-27 03:04:01,1771,907 Long Branch Park,Fairgrounds-bound
3597,2024-08-27 03:25:01,2024-08-27 03:36:01,2021,907 Long Branch Park,Fairgrounds-bound
4825,2024-08-27 10:21:02,2024-08-27 10:36:02,2246,909 Destiny USA,Fairgrounds-bound
2600,2024-08-27 10:26:02,2024-08-27 10:38:02,1901,901 State Fair - Hub,Fairgrounds-bound
4826,2024-08-27 10:36:02,2024-08-27 10:42:02,2246,909 Destiny USA,Destiny USA-bound
2601,2024-08-27 10:38:02,2024-08-27 10:54:02,1901,901 State Fair - Hub,hub-bound
4827,2024-08-27 10:42:02,2024-08-27 12:04:02,2246,909 Destiny USA,Fairgrounds-bound
2602,2024-08-27 10:54:02,2024-08-27 11:10:02,1901,901 State Fair - Hub,Fairgrounds-bound
2603,2024-08-27 11:10:02,2024-08-27 11:21:02,1901,901 State Fair - Hub,hub-bound
2604,2024-08-27 11:21:02,2024-08-27 11:53:02,1901,901 State Fair - Hub,Fairgrounds-bound
2605,2024-08-27 11:53:02,2024-08-27 12:04:02,1901,901 State Fair - Hub,hub-bound
2606,2024-08-27 12:04:02,2024-08-27 12:23:01,1901,901 State Fair - Hub,Fairgrounds-bound
4828,2024-08-27 12:04:02,2024-08-27 12:12:02,2246,909 Destiny USA,Destiny USA-bound
2607,2024-08-27 12:23:01,2024-08-27 12:34:02,1901,901 State Fair - Hub,hub-bound
2608,2024-08-27 12:34:02,2024-08-27 12:50:01,1901,901 State Fair - Hub,Fairgrounds-bound
4088,2024-08-27 12:42:01,2024-08-27 13:04:01,2234,907 Long Branch Park,Fairgrounds-bound
2435,2024-08-27 12:49:01,2024-08-27 13:13:01,1809,909 Destiny USA,Fairgrounds-bound
2609,2024-08-27 12:50:01,2024-08-27 13:02:02,1901,901 State Fair - Hub,hub-bound
2355,2024-08-27 12:51:01,2024-08-27 13:06:01,1803,901 State Fair - Hub,Fairgrounds-bound
2610,2024-08-27 13:02:02,2024-08-27 13:29:01,1901,901 State Fair - Hub,Fairgrounds-bound
4089,2024-08-27 13:04:01,2024-08-27 13:20:01,2234,907 Long Branch Park,Long Branch Park-bound
2356,2024-08-27 13:06:01,2024-08-27 13:20:01,1803,901 State Fair - Hub,hub-bound
2436,2024-08-27 13:13:01,2024-08-27 13:26:02,1809,909 Destiny USA,Destiny USA-bound
2357,2024-08-27 13:20:01,2024-08-27 13:41:02,1803,901 State Fair - Hub,Fairgrounds-bound
4090,2024-08-27 13:20:01,2024-08-27 13:42:01,2234,907 Long Branch Park,Fairgrounds-bound
1678,2024-08-27 13:25:02,2024-08-27 13:54:01,1774,907 Long Branch Park,Fairgrounds-bound
2437,2024-08-27 13:26:02,2024-08-27 13:51:02,1809,909 Destiny USA,Fairgrounds-bound
2611,2024-08-27 13:29:01,2024-08-27 13:41:02,1901,901 State Fair - Hub,hub-bound
2358,2024-08-27 13:41:02,2024-08-27 13:50:01,1803,901 State Fair - Hub,hub-bound
2612,2024-08-27 13:41:02,2024-08-27 14:11:01,1901,901 State Fair - Hub,Fairgrounds-bound
4091,2024-08-27 13:42:01,2024-08-27 13:59:02,2234,907 Long Branch Park,Long Branch Park-bound
3003,2024-08-27 13:46:02,2024-08-27 14:11:01,1906,909 Destiny USA,Fairgrounds-bound
2359,2024-08-27 13:50:01,2024-08-27 14:31:02,1803,901 State Fair - Hub,Fairgrounds-bound
2438,2024-08-27 13:51:02,2024-08-27 14:02:02,1809,909 Destiny USA,Destiny USA-bound
1679,2024-08-27 13:54:01,2024-08-27 14:09:03,1774,907 Long Branch Park,Long Branch Park-bound
4092,2024-08-27 13:59:02,2024-08-27 14:23:01,2234,907 Long Branch Park,Fairgrounds-bound
2439,2024-08-27 14:02:02,2024-08-27 14:26:02,1809,909 Destiny USA,Fairgrounds-bound
1680,2024-08-27 14:09:03,2024-08-27 14:30:02,1774,907 Long Branch Park,Fairgrounds-bound
3004,2024-08-27 14:11:01,2024-08-27 14:20:03,1906,909 Destiny USA,Destiny USA-bound
2613,2024-08-27 14:11:01,2024-08-27 14:22:01,1901,901 State Fair - Hub,hub-bound
3005,2024-08-27 14:20:03,2024-08-27 14:50:02,1906,909 Destiny USA,Fairgrounds-bound
2614,2024-08-27 14:22:01,2024-08-27 14:49:02,1901,901 State Fair - Hub,Fairgrounds-bound
4093,2024-08-27 14:23:01,2024-08-27 14:40:02,2234,907 Long Branch Park,Long Branch Park-bound
2440,2024-08-27 14:26:02,2024-08-27 14:38:01,1809,909 Destiny USA,Destiny USA-bound
1681,2024-08-27 14:30:02,2024-08-27 14:44:00,1774,907 Long Branch Park,Long Branch Park-bound
2360,2024-08-27 14:31:02,2024-08-27 14:42:01,1803,901 State Fair - Hub,hub-bound
2441,2024-08-27 14:38:01,2024-08-27 15:03:03,1809,909 Destiny USA,Fairgrounds-bound
4094,2024-08-27 14:40:02,2024-08-27 14:59:02,2234,907 Long Branch Park,Fairgrounds-bound
2361,2024-08-27 14:42:01,2024-08-27 15:03:03,1803,901 State Fair - Hub,Fairgrounds-bound
1682,2024-08-27 14:44:00,2024-08-27 15:06:01,1774,907 Long Branch Park,Fairgrounds-bound
2615,2024-08-27 14:49:02,2024-08-27 15:02:01,1901,901 State Fair - Hub,hub-bound
3006,2024-08-27 14:50:02,2024-08-27 15:00:05,1906,909 Destiny USA,Destiny USA-bound
4095,2024-08-27 14:59:02,2024-08-27 15:14:01,2234,907 Long Branch Park,Long Branch Park-bound
3007,2024-08-27 15:00:05,2024-08-27 15:23:02,1906,909 Destiny USA,Fairgrounds-bound
2616,2024-08-27 15:02:01,2024-08-27 15:33:02,1901,901 State Fair - Hub,Fairgrounds-bound
389,2024-08-27 15:02:01,2024-08-27 18:24:02,1752,909 Destiny USA,Fairgrounds-bound
2442,2024-08-27 15:03:03,2024-08-27 15:13:02,1809,909 Destiny USA,Destiny USA-bound
2362,2024-08-27 15:03:03,2024-08-27 15:11:02,1803,901 State Fair - Hub,hub-bound
1683,2024-08-27 15:06:01,2024-08-27 15:18:01,1774,907 Long Branch Park,Long Branch Park-bound
2363,2024-08-27 15:11:02,2024-08-27 15:52:02,1803,901 State Fair - Hub,Fairgrounds-bound
2443,2024-08-27 15:13:02,2024-08-27 15:35:00,1809,909 Destiny USA,Fairgrounds-bound
4096,2024-08-27 15:14:01,2024-08-27 15:39:01,2234,907 Long Branch Park,Fairgrounds-bound
1684,2024-08-27 15:18:01,2024-08-27 15:43:02,1774,907 Long Branch Park,Fairgrounds-bound
3008,2024-08-27 15:23:02,2024-08-27 15:33:02,1906,909 Destiny USA,Destiny USA-bound
3446,2024-08-27 15:27:01,2024-08-27 15:50:02,2020,909 Destiny USA,Fairgrounds-bound
2617,2024-08-27 15:33:02,2024-08-27 15:44:02,1901,901 State Fair - Hub,hub-bound
3009,2024-08-27 15:33:02,2024-08-27 16:00:03,1906,909 Destiny USA,Fairgrounds-bound
2444,2024-08-27 15:35:00,2024-08-27 15:46:01,1809,909 Destiny USA,Destiny USA-bound
4097,2024-08-27 15:39:01,2024-08-27 15:54:02,2234,907 Long Branch Park,Long Branch Park-bound
1685,2024-08-27 15:43:02,2024-08-27 15:54:02,1774,907 Long Branch Park,Long Branch Park-bound
2618,2024-08-27 15:44:02,2024-08-27 16:11:01,1901,901 State Fair - Hub,Fairgrounds-bound
2445,2024-08-27 15:46:01,2024-08-27 16:17:01,1809,909 Destiny USA,Fairgrounds-bound
3447,2024-08-27 15:50:02,2024-08-27 16:00:03,2020,909 Destiny USA,Destiny USA-bound
2364,2024-08-27 15:52:02,2024-08-27 16:04:02,1803,901 State Fair - Hub,hub-bound
1686,2024-08-27 15:54:02,2024-08-27 16:36:01,1774,907 Long Branch Park,Fairgrounds-bound
4098,2024-08-27 15:54:02,2024-08-27 16:15:04,2234,907 Long Branch Park,Fairgrounds-bound
3010,2024-08-27 16:00:03,2024-08-27 16:10:02,1906,909 Destiny USA,Destiny USA-bound
3448,2024-08-27 16:00:03,2024-08-27 16:31:01,2020,909 Destiny USA,Fairgrounds-bound
2365,2024-08-27 16:04:02,2024-08-27 16:25:01,1803,901 State Fair - Hub,Fairgrounds-bound
3011,2024-08-27 16:10:02,2024-08-27 16:46:01,1906,909 Destiny USA,Fairgrounds-bound
2619,2024-08-27 16:11:01,2024-08-27 16:25:01,1901,901 State Fair - Hub,hub-bound
4099,2024-08-27 16:15:04,2024-08-27 16:31:01,2234,907 Long Branch Park,Long Branch Park-bound
2446,2024-08-27 16:17:01,2024-08-27 16:30:02,1809,909 Destiny USA,Destiny USA-bound
2620,2024-08-27 16:25:01,2024-08-27 16:50:02,1901,901 State Fair - Hub,Fairgrounds-bound
2366,2024-08-27 16:25:01,2024-08-27 16:39:01,1803,901 State Fair - Hub,hub-bound
2447,2024-08-27 16:30:02,2024-08-27 16:58:02,1809,909 Destiny USA,Fairgrounds-bound
4100,2024-08-27 16:31:01,2024-08-27 16:55:01,2234,907 Long Branch Park,Fairgrounds-bound
3449,2024-08-27 16:31:01,2024-08-27 16:43:02,2020,909 Destiny USA,Destiny USA-bound
1687,2024-08-27 16:36:01,2024-08-27 16:52:01,1774,907 Long Branch Park,Long Branch Park-bound
2367,2024-08-27 16:39:01,2024-08-27 17:08:02,1803,901 State Fair - Hub,Fairgrounds-bound
3450,2024-08-27 16:43:02,2024-08-27 17:19:01,2020,909 Destiny USA,Fairgrounds-bound
3012,2024-08-27 16:46:01,2024-08-27 16:57:02,1906,909 Destiny USA,Destiny USA-bound
2621,2024-08-27 16:50:02,2024-08-27 17:02:02,1901,901 State Fair - Hub,hub-bound
1688,2024-08-27 16:52:01,2024-08-27 17:10:01,1774,907 Long Branch Park,Fairgrounds-bound
4101,2024-08-27 16:55:01,2024-08-27 17:09:02,2234,907 Long Branch Park,Long Branch Park-bound
3013,2024-08-27 16:57:02,2024-08-27 17:32:03,1906,909 Destiny USA,Fairgrounds-bound
2448,2024-08-27 16:58:02,2024-08-27 17:12:02,1809,909 Destiny USA,Destiny USA-bound
2622,2024-08-27 17:02:02,2024-08-27 17:29:01,1901,901 State Fair - Hub,Fairgrounds-bound
2368,2024-08-27 17:08:02,2024-08-27 17:22:01,1803,901 State Fair - Hub,hub-bound
4102,2024-08-27 17:09:02,2024-08-27 17:36:02,2234,907 Long Branch Park,Fairgrounds-bound
1689,2024-08-27 17:10:01,2024-08-27 17:23:01,1774,907 Long Branch Park,Long Branch Park-bound
2449,2024-08-27 17:12:02,2024-08-27 17:39:02,1809,909 Destiny USA,Fairgrounds-bound
3451,2024-08-27 17:19:01,2024-08-27 17:31:01,2020,909 Destiny USA,Destiny USA-bound
2369,2024-08-27 17:22:01,2024-08-27 17:41:02,1803,901 State Fair - Hub,Fairgrounds-bound
1690,2024-08-27 17:23:01,2024-08-27 17:46:01,1774,907 Long Branch Park,Fairgrounds-bound
2623,2024-08-27 17:29:01,2024-08-27 17:42:02,1901,901 State Fair - Hub,hub-bound
3452,2024-08-27 17:31:01,2024-08-27 17:53:02,2020,909 Destiny USA,Fairgrounds-bound
3014,2024-08-27 17:32:03,2024-08-27 17:44:02,1906,909 Destiny USA,Destiny USA-bound
4103,2024-08-27 17:36:02,2024-08-27 17:56:01,2234,907 Long Branch Park,Long Branch Park-bound
2450,2024-08-27 17:39:02,2024-08-27 17:58:02,1809,909 Destiny USA,Destiny USA-bound
2370,2024-08-27 17:41:02,2024-08-27 17:52:01,1803,901 State Fair - Hub,hub-bound
2109,2024-08-27 17:42:02,2024-08-27 17:57:03,1780,907 Long Branch Park,Fairgrounds-bound
2624,2024-08-27 17:42:02,2024-08-27 18:10:02,1901,901 State Fair - Hub,Fairgrounds-bound
3015,2024-08-27 17:44:02,2024-08-27 18:11:01,1906,909 Destiny USA,Fairgrounds-bound
2371,2024-08-27 17:52:01,2024-08-27 18:30:02,1803,901 State Fair - Hub,Fairgrounds-bound
3453,2024-08-27 17:53:02,2024-08-27 18:05:01,2020,909 Destiny USA,Destiny USA-bound
4104,2024-08-27 17:56:01,2024-08-27 18:20:04,2234,907 Long Branch Park,Fairgrounds-bound
2110,2024-08-27 17:57:03,2024-08-27 18:15:04,1780,907 Long Branch Park,Long Branch Park-bound
2451,2024-08-27 17:58:02,2024-08-27 18:16:01,1809,909 Destiny USA,Fairgrounds-bound
3454,2024-08-27 18:05:01,2024-08-27 18:25:01,2020,909 Destiny USA,Fairgrounds-bound
2625,2024-08-27 18:10:02,2024-08-27 18:35:03,1901,901 State Fair - Hub,hub-bound
3016,2024-08-27 18:11:01,2024-08-27 18:25:01,1906,909 Destiny USA,Destiny USA-bound
492,2024-08-27 18:13:01,2024-08-27 18:36:01,1754,909 Destiny USA,Fairgrounds-bound
2111,2024-08-27 18:15:04,2024-08-27 18:33:01,1780,907 Long Branch Park,Fairgrounds-bound
2452,2024-08-27 18:16:01,2024-08-27 18:32:00,1809,909 Destiny USA,Destiny USA-bound
4105,2024-08-27 18:20:04,2024-08-27 18:36:01,2234,907 Long Branch Park,Long Branch Park-bound
3455,2024-08-27 18:25:01,2024-08-27 18:41:02,2020,909 Destiny USA,Destiny USA-bound
2372,2024-08-27 18:30:02,2024-08-27 18:42:01,1803,901 State Fair - Hub,hub-bound
2453,2024-08-27 18:32:00,2024-08-27 18:56:02,1809,909 Destiny USA,Fairgrounds-bound
2112,2024-08-27 18:33:01,2024-08-27 18:53:01,1780,907 Long Branch Park,Long Branch Park-bound
2626,2024-08-27 18:35:03,2024-08-27 18:57:02,1901,901 State Fair - Hub,Fairgrounds-bound
493,2024-08-27 18:36:01,2024-08-27 18:48:01,1754,909 Destiny USA,Destiny USA-bound
4106,2024-08-27 18:36:01,2024-08-27 18:57:02,2234,907 Long Branch Park,Fairgrounds-bound
3456,2024-08-27 18:41:02,2024-08-27 19:02:03,2020,909 Destiny USA,Fairgrounds-bound
2373,2024-08-27 18:42:01,2024-08-27 19:12:02,1803,901 State Fair - Hub,Fairgrounds-bound
494,2024-08-27 18:48:01,2024-08-27 19:18:02,1754,909 Destiny USA,Fairgrounds-bound
2113,2024-08-27 18:53:01,2024-08-27 19:14:02,1780,907 Long Branch Park,Fairgrounds-bound
2454,2024-08-27 18:56:02,2024-08-27 19:12:02,1809,909 Destiny USA,Destiny USA-bound
2627,2024-08-27 18:57:02,2024-08-27 19:13:01,1901,901 State Fair - Hub,hub-bound
4107,2024-08-27 18:57:02,2024-08-27 19:15:01,2234,907 Long Branch Park,Long Branch Park-bound
3457,2024-08-27 19:02:03,2024-08-27 19:16:02,2020,909 Destiny USA,Destiny USA-bound
2455,2024-08-27 19:12:02,2024-08-27 19:36:01,1809,909 Destiny USA,Fairgrounds-bound
